iso2,iso3,country,group,year,year_date,var,obs_value,var_code,var_long,var_axis
CL,CHL,Chile,Global,2022,2022-01-01,2.1.3,0,gov_bus_rd_supp,Direct and indirect government support of business R&D,Direct government funding and government tax support for business R&D (percentage of GDP)
CL,CHL,Chile,Global,2022,2022-01-01,2.2.1,0.1,bus_rd_exp,R&D expenditure in the business sector,R&D expenditure in the business sector (percentage of GDP)
CL,CHL,Chile,Global,2022,2022-01-01,2.3.2,1.8,ict_spec_emp,Employed ICT specialists,ICT specialists (percentage of total employment)
CL,CHL,Chile,Global,2022,2022-01-01,3.1.1,8.2,sme_prod_innov,SMEs introducing product innovations,SMEs introducing product innovation (percentage of SMEs)
CL,CHL,Chile,Global,2022,2022-01-01,3.1.2,17.6,sme_proc_innov,SMEs introducing business process innovations,SMEs introducing business process innovations (percentage of SMEs)
CL,CHL,Chile,Global,2022,2022-01-01,3.2.1,16.5,sme_innov_collab,Innovative SMEs collaborating with others,Innovative SMEs collaborating with others (percentage of SMEs)
CL,CHL,Chile,Global,2022,2022-01-01,3.2.2,36.3,pub_priv_pubs,Public-private co-publications,Public-private publications per million population
CL,CHL,Chile,Global,2022,2022-01-01,3.3.1,0.4,pct_patents,PCT patent applications,PCT patent applications per billion GDP (in PPS)
CL,CHL,Chile,Global,2022,2022-01-01,3.3.2,95.4,trademark_apps,Trademark applications,Trademark applications per billion GDP (in PPS)
CL,CHL,Chile,Global,2022,2022-01-01,3.3.3,1.1,design_apps,Design applications,Design applications per billion GDP (in PPS)
CL,CHL,Chile,Global,2022,2022-01-01,4.2.1,4.4,hi_tech_exports,Exports of medium and high technology products,Exports of medium and high technology products as a share of total products exports
CL,CHL,Chile,Global,2022,2022-01-01,4.2.2,54.6,know_serv_exports,Knowledge-intensive services exports,Knowledge-intensive services exports as a share of total services exports
CL,CHL,Chile,Global,2022,2022-01-01,4.3.2,23.1,fine_particle_em,Air emissions by fine particulates,Air emissions by fine particulate matter (PM2.5) in industry
CL,CHL,Chile,Global,2022,2022-01-01,4.3.3,13.6,env_tech,Environment-related technologies,Development of environment-related technologies, percentage of all technologies
CL,CHL,Chile,Global,2023,2023-01-01,1.1.1,0.1,new_doc_grads,New doctorate graduates,New doctorate graduates in science, technology, engineering and mathematics (STEM) per 1000 population aged 25-34
CL,CHL,Chile,Global,2023,2023-01-01,1.2.1,606.8,intl_sci_pubs,International scientific co-publications,International scientific co-publications per million population
CL,CHL,Chile,Global,2023,2023-01-01,1.2.2,6,top_cited_pubs,Scientific publications among the top 10% most cited,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country
CL,CHL,Chile,Global,2023,2023-01-01,2.1.1,0.2,pub_rd_exp,R&D expenditure in the public sector,R&D expenditure in the public sector (percentage of GDP)
CL,CHL,Chile,Global,2023,2023-01-01,2.1.3,0,gov_bus_rd_supp,Direct and indirect government support of business R&D,Direct government funding and government tax support for business R&D (percentage of GDP)
CL,CHL,Chile,Global,2023,2023-01-01,2.2.1,0.1,bus_rd_exp,R&D expenditure in the business sector,R&D expenditure in the business sector (percentage of GDP)
CL,CHL,Chile,Global,2023,2023-01-01,2.3.2,2,ict_spec_emp,Employed ICT specialists,ICT specialists (percentage of total employment)
CL,CHL,Chile,Global,2023,2023-01-01,3.2.2,40.6,pub_priv_pubs,Public-private co-publications,Public-private publications per million population
CL,CHL,Chile,Global,2023,2023-01-01,3.3.1,0.4,pct_patents,PCT patent applications,PCT patent applications per billion GDP (in PPS)
CL,CHL,Chile,Global,2023,2023-01-01,3.3.2,121.9,trademark_apps,Trademark applications,Trademark applications per billion GDP (in PPS)
CL,CHL,Chile,Global,2023,2023-01-01,3.3.3,0.9,design_apps,Design applications,Design applications per billion GDP (in PPS)
CL,CHL,Chile,Global,2023,2023-01-01,4.2.1,4.5,hi_tech_exports,Exports of medium and high technology products,Exports of medium and high technology products as a share of total products exports
CL,CHL,Chile,Global,2023,2023-01-01,4.2.2,57.5,know_serv_exports,Knowledge-intensive services exports,Knowledge-intensive services exports as a share of total services exports
CL,CHL,Chile,Global,2023,2023-01-01,4.3.2,22.7,fine_particle_em,Air emissions by fine particulates,Air emissions by fine particulate matter (PM2.5) in industry
CL,CHL,Chile,Global,2023,2023-01-01,4.3.3,18.9,env_tech,Environment-related technologies,Development of environment-related technologies, percentage of all technologies
CL,CHL,Chile,Global,2024,2024-01-01,1.1.1,0.1,new_doc_grads,New doctorate graduates,New doctorate graduates in science, technology, engineering and mathematics (STEM) per 1000 population aged 25-34
CL,CHL,Chile,Global,2024,2024-01-01,1.2.1,577.9,intl_sci_pubs,International scientific co-publications,International scientific co-publications per million population
CL,CHL,Chile,Global,2024,2024-01-01,1.2.2,5.9,top_cited_pubs,Scientific publications among the top 10% most cited,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country
CL,CHL,Chile,Global,2024,2024-01-01,2.1.3,0,gov_bus_rd_supp,Direct and indirect government support of business R&D,Direct government funding and government tax support for business R&D (percentage of GDP)
CL,CHL,Chile,Global,2024,2024-01-01,2.3.2,2.4,ict_spec_emp,Employed ICT specialists,ICT specialists (percentage of total employment)
CL,CHL,Chile,Global,2024,2024-01-01,3.1.1,9.9,sme_prod_innov,SMEs introducing product innovations,SMEs introducing product innovation (percentage of SMEs)
CL,CHL,Chile,Global,2024,2024-01-01,3.1.2,22.4,sme_proc_innov,SMEs introducing business process innovations,SMEs introducing business process innovations (percentage of SMEs)
CL,CHL,Chile,Global,2024,2024-01-01,3.2.1,15.6,sme_innov_collab,Innovative SMEs collaborating with others,Innovative SMEs collaborating with others (percentage of SMEs)
CL,CHL,Chile,Global,2024,2024-01-01,3.2.2,39.7,pub_priv_pubs,Public-private co-publications,Public-private publications per million population
CL,CHL,Chile,Global,2024,2024-01-01,3.3.1,0.4,pct_patents,PCT patent applications,PCT patent applications per billion GDP (in PPS)
CL,CHL,Chile,Global,2024,2024-01-01,3.3.2,121.6,trademark_apps,Trademark applications,Trademark applications per billion GDP (in PPS)
CL,CHL,Chile,Global,2024,2024-01-01,3.3.3,0.7,design_apps,Design applications,Design applications per billion GDP (in PPS)
CL,CHL,Chile,Global,2024,2024-01-01,4.2.1,3.9,hi_tech_exports,Exports of medium and high technology products,Exports of medium and high technology products as a share of total products exports
CL,CHL,Chile,Global,2024,2024-01-01,4.2.2,53.1,know_serv_exports,Knowledge-intensive services exports,Knowledge-intensive services exports as a share of total services exports
CL,CHL,Chile,Global,2024,2024-01-01,4.3.2,23.2,fine_particle_em,Air emissions by fine particulates,Air emissions by fine particulate matter (PM2.5) in industry
CL,CHL,Chile,Global,2024,2024-01-01,4.3.3,22.4,env_tech,Environment-related technologies,Development of environment-related technologies, percentage of all technologies
CL,CHL,Chile,non-europe,2017,2017-01-01,1.,39.5,SII,Summary Innovation Index,Innovation Index Score of the European Innovation Scoreboard
CL,CHL,Chile,non-europe,2024,2024-01-01,1.,52.8,SII,Summary Innovation Index,Innovation Index Score of the European Innovation Scoreboard
CN,CHN,China,Global,2017,2017-01-01,1.2.1,69.4,intl_sci_pubs,International scientific co-publications,International scientific co-publications per million population
CN,CHN,China,Global,2017,2017-01-01,1.2.2,8.1,top_cited_pubs,Scientific publications among the top 10% most cited,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country
CN,CHN,China,Global,2017,2017-01-01,2.1.1,0.5,pub_rd_exp,R&D expenditure in the public sector,R&D expenditure in the public sector (percentage of GDP)
CN,CHN,China,Global,2017,2017-01-01,2.1.3,0.1,gov_bus_rd_supp,Direct and indirect government support of business R&D,Direct government funding and government tax support for business R&D (percentage of GDP)
CN,CHN,China,Global,2017,2017-01-01,2.2.1,1.6,bus_rd_exp,R&D expenditure in the business sector,R&D expenditure in the business sector (percentage of GDP)
CN,CHN,China,Global,2017,2017-01-01,3.2.2,21.6,pub_priv_pubs,Public-private co-publications,Public-private publications per million population
CN,CHN,China,Global,2017,2017-01-01,3.3.1,1.4,pct_patents,PCT patent applications,PCT patent applications per billion GDP (in PPS)
CN,CHN,China,Global,2017,2017-01-01,3.3.2,131.1,trademark_apps,Trademark applications,Trademark applications per billion GDP (in PPS)
CN,CHN,China,Global,2017,2017-01-01,3.3.3,32.4,design_apps,Design applications,Design applications per billion GDP (in PPS)
CN,CHN,China,Global,2017,2017-01-01,4.2.1,55.8,hi_tech_exports,Exports of medium and high technology products,Exports of medium and high technology products as a share of total products exports
CN,CHN,China,Global,2017,2017-01-01,4.2.2,60.3,know_serv_exports,Knowledge-intensive services exports,Knowledge-intensive services exports as a share of total services exports
CN,CHN,China,Global,2017,2017-01-01,4.3.2,57.7,fine_particle_em,Air emissions by fine particulates,Air emissions by fine particulate matter (PM2.5) in industry
CN,CHN,China,Global,2017,2017-01-01,4.3.3,9.5,env_tech,Environment-related technologies,Development of environment-related technologies, percentage of all technologies
CN,CHN,China,Global,2018,2018-01-01,1.2.1,77,intl_sci_pubs,International scientific co-publications,International scientific co-publications per million population
CN,CHN,China,Global,2018,2018-01-01,1.2.2,8.7,top_cited_pubs,Scientific publications among the top 10% most cited,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country
CN,CHN,China,Global,2018,2018-01-01,2.1.1,0.5,pub_rd_exp,R&D expenditure in the public sector,R&D expenditure in the public sector (percentage of GDP)
CN,CHN,China,Global,2018,2018-01-01,2.1.3,0.1,gov_bus_rd_supp,Direct and indirect government support of business R&D,Direct government funding and government tax support for business R&D (percentage of GDP)
CN,CHN,China,Global,2018,2018-01-01,2.2.1,1.6,bus_rd_exp,R&D expenditure in the business sector,R&D expenditure in the business sector (percentage of GDP)
CN,CHN,China,Global,2018,2018-01-01,3.2.2,24.3,pub_priv_pubs,Public-private co-publications,Public-private publications per million population
CN,CHN,China,Global,2018,2018-01-01,3.3.1,1.5,pct_patents,PCT patent applications,PCT patent applications per billion GDP (in PPS)
CN,CHN,China,Global,2018,2018-01-01,3.3.2,157.5,trademark_apps,Trademark applications,Trademark applications per billion GDP (in PPS)
CN,CHN,China,Global,2018,2018-01-01,3.3.3,31.2,design_apps,Design applications,Design applications per billion GDP (in PPS)
CN,CHN,China,Global,2018,2018-01-01,4.2.1,56.9,hi_tech_exports,Exports of medium and high technology products,Exports of medium and high technology products as a share of total products exports
CN,CHN,China,Global,2018,2018-01-01,4.2.2,60.8,know_serv_exports,Knowledge-intensive services exports,Knowledge-intensive services exports as a share of total services exports
CN,CHN,China,Global,2018,2018-01-01,4.3.2,54,fine_particle_em,Air emissions by fine particulates,Air emissions by fine particulate matter (PM2.5) in industry
CN,CHN,China,Global,2018,2018-01-01,4.3.3,8.8,env_tech,Environment-related technologies,Development of environment-related technologies, percentage of all technologies
CN,CHN,China,Global,2019,2019-01-01,1.2.1,86.4,intl_sci_pubs,International scientific co-publications,International scientific co-publications per million population
CN,CHN,China,Global,2019,2019-01-01,1.2.2,9.1,top_cited_pubs,Scientific publications among the top 10% most cited,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country
CN,CHN,China,Global,2019,2019-01-01,2.1.1,0.5,pub_rd_exp,R&D expenditure in the public sector,R&D expenditure in the public sector (percentage of GDP)
CN,CHN,China,Global,2019,2019-01-01,2.1.3,0.1,gov_bus_rd_supp,Direct and indirect government support of business R&D,Direct government funding and government tax support for business R&D (percentage of GDP)
CN,CHN,China,Global,2019,2019-01-01,2.2.1,1.6,bus_rd_exp,R&D expenditure in the business sector,R&D expenditure in the business sector (percentage of GDP)
CN,CHN,China,Global,2019,2019-01-01,3.2.2,26.7,pub_priv_pubs,Public-private co-publications,Public-private publications per million population
CN,CHN,China,Global,2019,2019-01-01,3.3.1,1.8,pct_patents,PCT patent applications,PCT patent applications per billion GDP (in PPS)
CN,CHN,China,Global,2019,2019-01-01,3.3.2,191.9,trademark_apps,Trademark applications,Trademark applications per billion GDP (in PPS)
CN,CHN,China,Global,2019,2019-01-01,3.3.3,33.8,design_apps,Design applications,Design applications per billion GDP (in PPS)
CN,CHN,China,Global,2019,2019-01-01,4.2.1,57.7,hi_tech_exports,Exports of medium and high technology products,Exports of medium and high technology products as a share of total products exports
CN,CHN,China,Global,2019,2019-01-01,4.2.2,61.3,know_serv_exports,Knowledge-intensive services exports,Knowledge-intensive services exports as a share of total services exports
CN,CHN,China,Global,2019,2019-01-01,4.3.2,50.3,fine_particle_em,Air emissions by fine particulates,Air emissions by fine particulate matter (PM2.5) in industry
CN,CHN,China,Global,2019,2019-01-01,4.3.3,8.3,env_tech,Environment-related technologies,Development of environment-related technologies, percentage of all technologies
CN,CHN,China,Global,2020,2020-01-01,1.2.1,98.6,intl_sci_pubs,International scientific co-publications,International scientific co-publications per million population
CN,CHN,China,Global,2020,2020-01-01,1.2.2,9.9,top_cited_pubs,Scientific publications among the top 10% most cited,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country
CN,CHN,China,Global,2020,2020-01-01,2.1.1,0.5,pub_rd_exp,R&D expenditure in the public sector,R&D expenditure in the public sector (percentage of GDP)
CN,CHN,China,Global,2020,2020-01-01,2.1.3,0.1,gov_bus_rd_supp,Direct and indirect government support of business R&D,Direct government funding and government tax support for business R&D (percentage of GDP)
CN,CHN,China,Global,2020,2020-01-01,2.2.1,1.6,bus_rd_exp,R&D expenditure in the business sector,R&D expenditure in the business sector (percentage of GDP)
CN,CHN,China,Global,2020,2020-01-01,3.2.2,32.2,pub_priv_pubs,Public-private co-publications,Public-private publications per million population
CN,CHN,China,Global,2020,2020-01-01,3.3.1,2.2,pct_patents,PCT patent applications,PCT patent applications per billion GDP (in PPS)
CN,CHN,China,Global,2020,2020-01-01,3.3.2,278.7,trademark_apps,Trademark applications,Trademark applications per billion GDP (in PPS)
CN,CHN,China,Global,2020,2020-01-01,3.3.3,30.5,design_apps,Design applications,Design applications per billion GDP (in PPS)
CN,CHN,China,Global,2020,2020-01-01,4.2.1,57,hi_tech_exports,Exports of medium and high technology products,Exports of medium and high technology products as a share of total products exports
CN,CHN,China,Global,2020,2020-01-01,4.2.2,64.2,know_serv_exports,Knowledge-intensive services exports,Knowledge-intensive services exports as a share of total services exports
CN,CHN,China,Global,2020,2020-01-01,4.3.2,46.4,fine_particle_em,Air emissions by fine particulates,Air emissions by fine particulate matter (PM2.5) in industry
CN,CHN,China,Global,2020,2020-01-01,4.3.3,8.1,env_tech,Environment-related technologies,Development of environment-related technologies, percentage of all technologies
CN,CHN,China,Global,2021,2021-01-01,1.2.1,112.4,intl_sci_pubs,International scientific co-publications,International scientific co-publications per million population
CN,CHN,China,Global,2021,2021-01-01,1.2.2,10.7,top_cited_pubs,Scientific publications among the top 10% most cited,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country
CN,CHN,China,Global,2021,2021-01-01,2.1.1,0.5,pub_rd_exp,R&D expenditure in the public sector,R&D expenditure in the public sector (percentage of GDP)
CN,CHN,China,Global,2021,2021-01-01,2.1.3,0.1,gov_bus_rd_supp,Direct and indirect government support of business R&D,Direct government funding and government tax support for business R&D (percentage of GDP)
CN,CHN,China,Global,2021,2021-01-01,2.2.1,1.7,bus_rd_exp,R&D expenditure in the business sector,R&D expenditure in the business sector (percentage of GDP)
CN,CHN,China,Global,2021,2021-01-01,3.2.2,39.5,pub_priv_pubs,Public-private co-publications,Public-private publications per million population
CN,CHN,China,Global,2021,2021-01-01,3.3.1,2.4,pct_patents,PCT patent applications,PCT patent applications per billion GDP (in PPS)
CN,CHN,China,Global,2021,2021-01-01,3.3.2,328,trademark_apps,Trademark applications,Trademark applications per billion GDP (in PPS)
CN,CHN,China,Global,2021,2021-01-01,3.3.3,31.6,design_apps,Design applications,Design applications per billion GDP (in PPS)
CN,CHN,China,Global,2021,2021-01-01,4.2.1,57.7,hi_tech_exports,Exports of medium and high technology products,Exports of medium and high technology products as a share of total products exports
CN,CHN,China,Global,2021,2021-01-01,4.2.2,66.9,know_serv_exports,Knowledge-intensive services exports,Knowledge-intensive services exports as a share of total services exports
CN,CHN,China,Global,2021,2021-01-01,4.3.2,45.4,fine_particle_em,Air emissions by fine particulates,Air emissions by fine particulate matter (PM2.5) in industry
CN,CHN,China,Global,2021,2021-01-01,4.3.3,9.2,env_tech,Environment-related technologies,Development of environment-related technologies, percentage of all technologies
CN,CHN,China,Global,2022,2022-01-01,1.2.1,123.6,intl_sci_pubs,International scientific co-publications,International scientific co-publications per million population
CN,CHN,China,Global,2022,2022-01-01,1.2.2,11,top_cited_pubs,Scientific publications among the top 10% most cited,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country
CN,CHN,China,Global,2022,2022-01-01,2.1.1,0.5,pub_rd_exp,R&D expenditure in the public sector,R&D expenditure in the public sector (percentage of GDP)
CN,CHN,China,Global,2022,2022-01-01,2.2.1,1.7,bus_rd_exp,R&D expenditure in the business sector,R&D expenditure in the business sector (percentage of GDP)
CN,CHN,China,Global,2022,2022-01-01,3.2.2,46,pub_priv_pubs,Public-private co-publications,Public-private publications per million population
CN,CHN,China,Global,2022,2022-01-01,3.3.1,2.4,pct_patents,PCT patent applications,PCT patent applications per billion GDP (in PPS)
CN,CHN,China,Global,2022,2022-01-01,3.3.2,322.3,trademark_apps,Trademark applications,Trademark applications per billion GDP (in PPS)
CN,CHN,China,Global,2022,2022-01-01,3.3.3,29.3,design_apps,Design applications,Design applications per billion GDP (in PPS)
CN,CHN,China,Global,2022,2022-01-01,4.2.1,58.5,hi_tech_exports,Exports of medium and high technology products,Exports of medium and high technology products as a share of total products exports
CN,CHN,China,Global,2022,2022-01-01,4.2.2,75.4,know_serv_exports,Knowledge-intensive services exports,Knowledge-intensive services exports as a share of total services exports
CN,CHN,China,Global,2022,2022-01-01,4.3.2,39.9,fine_particle_em,Air emissions by fine particulates,Air emissions by fine particulate matter (PM2.5) in industry
CN,CHN,China,Global,2022,2022-01-01,4.3.3,9.5,env_tech,Environment-related technologies,Development of environment-related technologies, percentage of all technologies
CN,CHN,China,Global,2023,2023-01-01,1.1.2,35.8,tert_edu_pop,Population with tertiary education,Percentage population aged 25-34 having completed tertiary education
CN,CHN,China,Global,2023,2023-01-01,1.2.1,129.4,intl_sci_pubs,International scientific co-publications,International scientific co-publications per million population
CN,CHN,China,Global,2023,2023-01-01,1.2.2,11.3,top_cited_pubs,Scientific publications among the top 10% most cited,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country
CN,CHN,China,Global,2023,2023-01-01,2.1.1,0.6,pub_rd_exp,R&D expenditure in the public sector,R&D expenditure in the public sector (percentage of GDP)
CN,CHN,China,Global,2023,2023-01-01,2.2.1,1.8,bus_rd_exp,R&D expenditure in the business sector,R&D expenditure in the business sector (percentage of GDP)
CN,CHN,China,Global,2023,2023-01-01,3.2.2,55.4,pub_priv_pubs,Public-private co-publications,Public-private publications per million population
CN,CHN,China,Global,2023,2023-01-01,3.3.1,2.5,pct_patents,PCT patent applications,PCT patent applications per billion GDP (in PPS)
CN,CHN,China,Global,2023,2023-01-01,3.3.2,370.2,trademark_apps,Trademark applications,Trademark applications per billion GDP (in PPS)
CN,CHN,China,Global,2023,2023-01-01,3.3.3,30.5,design_apps,Design applications,Design applications per billion GDP (in PPS)
CN,CHN,China,Global,2023,2023-01-01,4.2.1,56.9,hi_tech_exports,Exports of medium and high technology products,Exports of medium and high technology products as a share of total products exports
CN,CHN,China,Global,2023,2023-01-01,4.2.2,79.7,know_serv_exports,Knowledge-intensive services exports,Knowledge-intensive services exports as a share of total services exports
CN,CHN,China,Global,2023,2023-01-01,4.3.2,37.2,fine_particle_em,Air emissions by fine particulates,Air emissions by fine particulate matter (PM2.5) in industry
CN,CHN,China,Global,2023,2023-01-01,4.3.3,9,env_tech,Environment-related technologies,Development of environment-related technologies, percentage of all technologies
CN,CHN,China,Global,2024,2024-01-01,1.2.1,138,intl_sci_pubs,International scientific co-publications,International scientific co-publications per million population
CN,CHN,China,Global,2024,2024-01-01,1.2.2,11.6,top_cited_pubs,Scientific publications among the top 10% most cited,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country
CN,CHN,China,Global,2024,2024-01-01,2.1.1,0.6,pub_rd_exp,R&D expenditure in the public sector,R&D expenditure in the public sector (percentage of GDP)
CN,CHN,China,Global,2024,2024-01-01,2.2.1,1.9,bus_rd_exp,R&D expenditure in the business sector,R&D expenditure in the business sector (percentage of GDP)
CN,CHN,China,Global,2024,2024-01-01,3.2.2,70.8,pub_priv_pubs,Public-private co-publications,Public-private publications per million population
CN,CHN,China,Global,2024,2024-01-01,3.3.1,2.7,pct_patents,PCT patent applications,PCT patent applications per billion GDP (in PPS)
CN,CHN,China,Global,2024,2024-01-01,3.3.2,328,trademark_apps,Trademark applications,Trademark applications per billion GDP (in PPS)
CN,CHN,China,Global,2024,2024-01-01,3.3.3,28,design_apps,Design applications,Design applications per billion GDP (in PPS)
CN,CHN,China,Global,2024,2024-01-01,4.2.1,57.6,hi_tech_exports,Exports of medium and high technology products,Exports of medium and high technology products as a share of total products exports
CN,CHN,China,Global,2024,2024-01-01,4.2.2,79.3,know_serv_exports,Knowledge-intensive services exports,Knowledge-intensive services exports as a share of total services exports
CN,CHN,China,Global,2024,2024-01-01,4.3.2,34.5,fine_particle_em,Air emissions by fine particulates,Air emissions by fine particulate matter (PM2.5) in industry
CN,CHN,China,Global,2024,2024-01-01,4.3.3,8.7,env_tech,Environment-related technologies,Development of environment-related technologies, percentage of all technologies
CN,CHN,China,non-europe,2017,2017-01-01,1.,76,SII,Summary Innovation Index,Innovation Index Score of the European Innovation Scoreboard
CN,CHN,China,non-europe,2024,2024-01-01,1.,104.2,SII,Summary Innovation Index,Innovation Index Score of the European Innovation Scoreboard
CY,CYP,Cyprus,EU27,2017,2017-01-01,1.1.1,0.2,new_doc_grads,New doctorate graduates,New doctorate graduates in science, technology, engineering and mathematics (STEM) per 1000 population aged 25-34
CY,CYP,Cyprus,EU27,2017,2017-01-01,1.2.1,1672.719814,intl_sci_pubs,International scientific co-publications,International scientific co-publications per million population
CY,CYP,Cyprus,EU27,2017,2017-01-01,1.2.2,10.60798519,top_cited_pubs,Scientific publications among the top 10% most cited,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country
CY,CYP,Cyprus,EU27,2017,2017-01-01,1.2.3,11.36158702,for_doc_stud_pct,Foreign doctorate students as a % of all doctorate students,Foreign doctorate students as a percentage of all doctorate students
CY,CYP,Cyprus,EU27,2017,2017-01-01,2.1.1,0.3,pub_rd_exp,R&D expenditure in the public sector,R&D expenditure in the public sector (percentage of GDP)
CY,CYP,Cyprus,EU27,2017,2017-01-01,2.1.2,0.063024604,vc_exp,Venture capital expenditures,Venture capital expenditures (percentage of GDP)
CY,CYP,Cyprus,EU27,2017,2017-01-01,2.1.3,0.0074,gov_bus_rd_supp,Direct and indirect government support of business R&D,Direct government funding and government tax support for business R&D (percentage of GDP)
CY,CYP,Cyprus,EU27,2017,2017-01-01,2.2.1,0.11,bus_rd_exp,R&D expenditure in the business sector,R&D expenditure in the business sector (percentage of GDP)
CY,CYP,Cyprus,EU27,2017,2017-01-01,2.3.1,23.3,ict_train_ent,Enterprises providing ICT training,Enterprises providing training to develop or upgrade ICT skills of their personnel
CY,CYP,Cyprus,EU27,2017,2017-01-01,3.2.2,170.9262671,pub_priv_pubs,Public-private co-publications,Public-private publications per million population
CY,CYP,Cyprus,EU27,2017,2017-01-01,3.3.1,0.671893479,pct_patents,PCT patent applications,PCT patent applications per billion GDP (in PPS)
CY,CYP,Cyprus,EU27,2017,2017-01-01,3.3.2,26.87562884,trademark_apps,Trademark applications,Trademark applications per billion GDP (in PPS)
CY,CYP,Cyprus,EU27,2017,2017-01-01,3.3.3,2.154599558,design_apps,Design applications,Design applications per billion GDP (in PPS)
CY,CYP,Cyprus,EU27,2017,2017-01-01,4.2.1,59.67110585,hi_tech_exports,Exports of medium and high technology products,Exports of medium and high technology products as a share of total products exports
CY,CYP,Cyprus,EU27,2017,2017-01-01,4.2.2,73.548,know_serv_exports,Knowledge-intensive services exports,Knowledge-intensive services exports as a share of total services exports
CY,CYP,Cyprus,EU27,2017,2017-01-01,4.3.1,1.5481,resource_prod,Resource productivity,Resource productivity (PPS per kg)
CY,CYP,Cyprus,EU27,2017,2017-01-01,4.3.2,0.202268761,fine_particle_em,Air emissions by fine particulates,Air emissions by fine particulate matter (PM2.5) in industry
CY,CYP,Cyprus,EU27,2017,2017-01-01,4.3.3,7.24,env_tech,Environment-related technologies,Development of environment-related technologies, percentage of all technologies
CY,CYP,Cyprus,EU27,2018,2018-01-01,1.1.1,0.3,new_doc_grads,New doctorate graduates,New doctorate graduates in science, technology, engineering and mathematics (STEM) per 1000 population aged 25-34
CY,CYP,Cyprus,EU27,2018,2018-01-01,1.2.1,1876.45794,intl_sci_pubs,International scientific co-publications,International scientific co-publications per million population
CY,CYP,Cyprus,EU27,2018,2018-01-01,1.2.2,8.709071008,top_cited_pubs,Scientific publications among the top 10% most cited,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country
CY,CYP,Cyprus,EU27,2018,2018-01-01,1.2.3,14.3081761,for_doc_stud_pct,Foreign doctorate students as a % of all doctorate students,Foreign doctorate students as a percentage of all doctorate students
CY,CYP,Cyprus,EU27,2018,2018-01-01,2.1.1,0.27,pub_rd_exp,R&D expenditure in the public sector,R&D expenditure in the public sector (percentage of GDP)
CY,CYP,Cyprus,EU27,2018,2018-01-01,2.1.2,0.065512955,vc_exp,Venture capital expenditures,Venture capital expenditures (percentage of GDP)
CY,CYP,Cyprus,EU27,2018,2018-01-01,2.1.3,0.0053,gov_bus_rd_supp,Direct and indirect government support of business R&D,Direct government funding and government tax support for business R&D (percentage of GDP)
CY,CYP,Cyprus,EU27,2018,2018-01-01,2.2.1,0.19,bus_rd_exp,R&D expenditure in the business sector,R&D expenditure in the business sector (percentage of GDP)
CY,CYP,Cyprus,EU27,2018,2018-01-01,2.2.2,0.205765908,non_rd_innov_exp,Non-R&D innovation expenditures,Non-R&D innovation expenditures (percentage of turnover)
CY,CYP,Cyprus,EU27,2018,2018-01-01,2.2.3,1137.277506,innov_exp_per_emp,Innovation expenditures per person employed,Innovation expenditure per person employed
CY,CYP,Cyprus,EU27,2018,2018-01-01,2.3.1,21.7,ict_train_ent,Enterprises providing ICT training,Enterprises providing training to develop or upgrade ICT skills of their personnel
CY,CYP,Cyprus,EU27,2018,2018-01-01,3.1.1,18.79743141,sme_prod_innov,SMEs introducing product innovations,SMEs introducing product innovation (percentage of SMEs)
CY,CYP,Cyprus,EU27,2018,2018-01-01,3.1.2,32.8663164,sme_proc_innov,SMEs introducing business process innovations,SMEs introducing business process innovations (percentage of SMEs)
CY,CYP,Cyprus,EU27,2018,2018-01-01,3.2.1,9.165207239,sme_innov_collab,Innovative SMEs collaborating with others,Innovative SMEs collaborating with others (percentage of SMEs)
CY,CYP,Cyprus,EU27,2018,2018-01-01,3.2.2,205.8956343,pub_priv_pubs,Public-private co-publications,Public-private publications per million population
CY,CYP,Cyprus,EU27,2018,2018-01-01,3.2.3,7.1,hrst_job_mob,Job-to-job mobility of HRST,Job-to-job mobility of Human Resources in Science & Technology
CY,CYP,Cyprus,EU27,2018,2018-01-01,3.3.1,0.871379898,pct_patents,PCT patent applications,PCT patent applications per billion GDP (in PPS)
CY,CYP,Cyprus,EU27,2018,2018-01-01,3.3.2,29.27439944,trademark_apps,Trademark applications,Trademark applications per billion GDP (in PPS)
CY,CYP,Cyprus,EU27,2018,2018-01-01,3.3.3,4.540953859,design_apps,Design applications,Design applications per billion GDP (in PPS)
CY,CYP,Cyprus,EU27,2018,2018-01-01,4.1.2,49.95523724,innov_firm_emp,Employment in innovative enterprises,Employment in innovative enterprises
