iso2,iso3,country,group,year,year_date,var,obs_value,var_code,var_long,var_axis
IS,ISL,Iceland,Neighbouring,2017,2017-01-01,4.2.1,10.55830145,hi_tech_exports,Exports of medium and high technology products,Exports of medium and high technology products as a share of total products exports
IS,ISL,Iceland,Neighbouring,2017,2017-01-01,4.2.2,56.9275,know_serv_exports,Knowledge-intensive services exports,Knowledge-intensive services exports as a share of total services exports
IS,ISL,Iceland,Neighbouring,2017,2017-01-01,4.3.1,0.6123,resource_prod,Resource productivity,Resource productivity (PPS per kg)
IS,ISL,Iceland,Neighbouring,2017,2017-01-01,4.3.2,0.303753846,fine_particle_em,Air emissions by fine particulates,Air emissions by fine particulate matter (PM2.5) in industry
IS,ISL,Iceland,Neighbouring,2017,2017-01-01,4.3.3,5.53,env_tech,Environment-related technologies,Development of environment-related technologies, percentage of all technologies
IS,ISL,Iceland,Neighbouring,2018,2018-01-01,1.1.1,0.6,new_doc_grads,New doctorate graduates,New doctorate graduates in science, technology, engineering and mathematics (STEM) per 1000 population aged 25-34
IS,ISL,Iceland,Neighbouring,2018,2018-01-01,1.2.1,3650.077287,intl_sci_pubs,International scientific co-publications,International scientific co-publications per million population
IS,ISL,Iceland,Neighbouring,2018,2018-01-01,1.2.2,9.94135279,top_cited_pubs,Scientific publications among the top 10% most cited,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country
IS,ISL,Iceland,Neighbouring,2018,2018-01-01,1.2.3,35.69892473,for_doc_stud_pct,Foreign doctorate students as a % of all doctorate students,Foreign doctorate students as a percentage of all doctorate students
IS,ISL,Iceland,Neighbouring,2018,2018-01-01,2.1.1,0.75,pub_rd_exp,R&D expenditure in the public sector,R&D expenditure in the public sector (percentage of GDP)
IS,ISL,Iceland,Neighbouring,2018,2018-01-01,2.1.2,0.049472822,vc_exp,Venture capital expenditures,Venture capital expenditures (percentage of GDP)
IS,ISL,Iceland,Neighbouring,2018,2018-01-01,2.1.3,0.1272,gov_bus_rd_supp,Direct and indirect government support of business R&D,Direct government funding and government tax support for business R&D (percentage of GDP)
IS,ISL,Iceland,Neighbouring,2018,2018-01-01,2.2.1,1.36,bus_rd_exp,R&D expenditure in the business sector,R&D expenditure in the business sector (percentage of GDP)
IS,ISL,Iceland,Neighbouring,2018,2018-01-01,3.1.1,32.53768844,sme_prod_innov,SMEs introducing product innovations,SMEs introducing product innovation (percentage of SMEs)
IS,ISL,Iceland,Neighbouring,2018,2018-01-01,3.1.2,37.93969849,sme_proc_innov,SMEs introducing business process innovations,SMEs introducing business process innovations (percentage of SMEs)
IS,ISL,Iceland,Neighbouring,2018,2018-01-01,3.2.1,22.86432161,sme_innov_collab,Innovative SMEs collaborating with others,Innovative SMEs collaborating with others (percentage of SMEs)
IS,ISL,Iceland,Neighbouring,2018,2018-01-01,3.2.2,641.3496124,pub_priv_pubs,Public-private co-publications,Public-private publications per million population
IS,ISL,Iceland,Neighbouring,2018,2018-01-01,3.3.1,3.39783342,pct_patents,PCT patent applications,PCT patent applications per billion GDP (in PPS)
IS,ISL,Iceland,Neighbouring,2018,2018-01-01,3.3.2,4.489052386,trademark_apps,Trademark applications,Trademark applications per billion GDP (in PPS)
IS,ISL,Iceland,Neighbouring,2018,2018-01-01,3.3.3,0.122988385,design_apps,Design applications,Design applications per billion GDP (in PPS)
IS,ISL,Iceland,Neighbouring,2018,2018-01-01,4.1.2,70.89922029,innov_firm_emp,Employment in innovative enterprises,Employment in innovative enterprises
IS,ISL,Iceland,Neighbouring,2018,2018-01-01,4.2.1,10.27829183,hi_tech_exports,Exports of medium and high technology products,Exports of medium and high technology products as a share of total products exports
IS,ISL,Iceland,Neighbouring,2018,2018-01-01,4.2.2,51.5684,know_serv_exports,Knowledge-intensive services exports,Knowledge-intensive services exports as a share of total services exports
IS,ISL,Iceland,Neighbouring,2018,2018-01-01,4.3.1,0.614,resource_prod,Resource productivity,Resource productivity (PPS per kg)
IS,ISL,Iceland,Neighbouring,2018,2018-01-01,4.3.2,0.324390673,fine_particle_em,Air emissions by fine particulates,Air emissions by fine particulate matter (PM2.5) in industry
IS,ISL,Iceland,Neighbouring,2018,2018-01-01,4.3.3,3.56,env_tech,Environment-related technologies,Development of environment-related technologies, percentage of all technologies
IS,ISL,Iceland,Neighbouring,2019,2019-01-01,1.1.1,0.5,new_doc_grads,New doctorate graduates,New doctorate graduates in science, technology, engineering and mathematics (STEM) per 1000 population aged 25-34
IS,ISL,Iceland,Neighbouring,2019,2019-01-01,1.2.1,3710.718898,intl_sci_pubs,International scientific co-publications,International scientific co-publications per million population
IS,ISL,Iceland,Neighbouring,2019,2019-01-01,1.2.2,8.402079748,top_cited_pubs,Scientific publications among the top 10% most cited,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country
IS,ISL,Iceland,Neighbouring,2019,2019-01-01,1.2.3,28.57142857,for_doc_stud_pct,Foreign doctorate students as a % of all doctorate students,Foreign doctorate students as a percentage of all doctorate students
IS,ISL,Iceland,Neighbouring,2019,2019-01-01,2.1.1,0.75,pub_rd_exp,R&D expenditure in the public sector,R&D expenditure in the public sector (percentage of GDP)
IS,ISL,Iceland,Neighbouring,2019,2019-01-01,2.1.2,0.045654416,vc_exp,Venture capital expenditures,Venture capital expenditures (percentage of GDP)
IS,ISL,Iceland,Neighbouring,2019,2019-01-01,2.1.3,0.1897,gov_bus_rd_supp,Direct and indirect government support of business R&D,Direct government funding and government tax support for business R&D (percentage of GDP)
IS,ISL,Iceland,Neighbouring,2019,2019-01-01,2.2.1,1.34,bus_rd_exp,R&D expenditure in the business sector,R&D expenditure in the business sector (percentage of GDP)
IS,ISL,Iceland,Neighbouring,2019,2019-01-01,3.2.2,634.2373368,pub_priv_pubs,Public-private co-publications,Public-private publications per million population
IS,ISL,Iceland,Neighbouring,2019,2019-01-01,3.3.1,3.389663778,pct_patents,PCT patent applications,PCT patent applications per billion GDP (in PPS)
IS,ISL,Iceland,Neighbouring,2019,2019-01-01,3.3.2,3.036803341,trademark_apps,Trademark applications,Trademark applications per billion GDP (in PPS)
IS,ISL,Iceland,Neighbouring,2019,2019-01-01,3.3.3,0.194563021,design_apps,Design applications,Design applications per billion GDP (in PPS)
IS,ISL,Iceland,Neighbouring,2019,2019-01-01,4.2.1,8.71357894,hi_tech_exports,Exports of medium and high technology products,Exports of medium and high technology products as a share of total products exports
IS,ISL,Iceland,Neighbouring,2019,2019-01-01,4.2.2,50.0767,know_serv_exports,Knowledge-intensive services exports,Knowledge-intensive services exports as a share of total services exports
IS,ISL,Iceland,Neighbouring,2019,2019-01-01,4.3.1,0.7638,resource_prod,Resource productivity,Resource productivity (PPS per kg)
IS,ISL,Iceland,Neighbouring,2019,2019-01-01,4.3.2,0.262120493,fine_particle_em,Air emissions by fine particulates,Air emissions by fine particulate matter (PM2.5) in industry
IS,ISL,Iceland,Neighbouring,2019,2019-01-01,4.3.3,3.47,env_tech,Environment-related technologies,Development of environment-related technologies, percentage of all technologies
IS,ISL,Iceland,Neighbouring,2020,2020-01-01,1.1.1,0.4,new_doc_grads,New doctorate graduates,New doctorate graduates in science, technology, engineering and mathematics (STEM) per 1000 population aged 25-34
IS,ISL,Iceland,Neighbouring,2020,2020-01-01,1.2.1,3921.667493,intl_sci_pubs,International scientific co-publications,International scientific co-publications per million population
IS,ISL,Iceland,Neighbouring,2020,2020-01-01,1.2.2,12.09707428,top_cited_pubs,Scientific publications among the top 10% most cited,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country
IS,ISL,Iceland,Neighbouring,2020,2020-01-01,1.2.3,33.43799058,for_doc_stud_pct,Foreign doctorate students as a % of all doctorate students,Foreign doctorate students as a percentage of all doctorate students
IS,ISL,Iceland,Neighbouring,2020,2020-01-01,2.1.1,0.71,pub_rd_exp,R&D expenditure in the public sector,R&D expenditure in the public sector (percentage of GDP)
IS,ISL,Iceland,Neighbouring,2020,2020-01-01,2.1.2,0.067298782,vc_exp,Venture capital expenditures,Venture capital expenditures (percentage of GDP)
IS,ISL,Iceland,Neighbouring,2020,2020-01-01,2.1.3,0.2094,gov_bus_rd_supp,Direct and indirect government support of business R&D,Direct government funding and government tax support for business R&D (percentage of GDP)
IS,ISL,Iceland,Neighbouring,2020,2020-01-01,2.2.1,1.29,bus_rd_exp,R&D expenditure in the business sector,R&D expenditure in the business sector (percentage of GDP)
IS,ISL,Iceland,Neighbouring,2020,2020-01-01,3.1.1,27.76412776,sme_prod_innov,SMEs introducing product innovations,SMEs introducing product innovation (percentage of SMEs)
IS,ISL,Iceland,Neighbouring,2020,2020-01-01,3.1.2,41.89189189,sme_proc_innov,SMEs introducing business process innovations,SMEs introducing business process innovations (percentage of SMEs)
IS,ISL,Iceland,Neighbouring,2020,2020-01-01,3.2.1,21.99017199,sme_innov_collab,Innovative SMEs collaborating with others,Innovative SMEs collaborating with others (percentage of SMEs)
IS,ISL,Iceland,Neighbouring,2020,2020-01-01,3.2.2,672.2858559,pub_priv_pubs,Public-private co-publications,Public-private publications per million population
IS,ISL,Iceland,Neighbouring,2020,2020-01-01,3.3.1,2.454800083,pct_patents,PCT patent applications,PCT patent applications per billion GDP (in PPS)
IS,ISL,Iceland,Neighbouring,2020,2020-01-01,3.3.2,3.689835146,trademark_apps,Trademark applications,Trademark applications per billion GDP (in PPS)
IS,ISL,Iceland,Neighbouring,2020,2020-01-01,3.3.3,1.393537902,design_apps,Design applications,Design applications per billion GDP (in PPS)
IS,ISL,Iceland,Neighbouring,2020,2020-01-01,4.1.2,65.32659955,innov_firm_emp,Employment in innovative enterprises,Employment in innovative enterprises
IS,ISL,Iceland,Neighbouring,2020,2020-01-01,4.2.1,11.97591055,hi_tech_exports,Exports of medium and high technology products,Exports of medium and high technology products as a share of total products exports
IS,ISL,Iceland,Neighbouring,2020,2020-01-01,4.2.2,49.981,know_serv_exports,Knowledge-intensive services exports,Knowledge-intensive services exports as a share of total services exports
IS,ISL,Iceland,Neighbouring,2020,2020-01-01,4.3.1,0.7128,resource_prod,Resource productivity,Resource productivity (PPS per kg)
IS,ISL,Iceland,Neighbouring,2020,2020-01-01,4.3.2,0.226145474,fine_particle_em,Air emissions by fine particulates,Air emissions by fine particulate matter (PM2.5) in industry
IS,ISL,Iceland,Neighbouring,2020,2020-01-01,4.3.3,6.65,env_tech,Environment-related technologies,Development of environment-related technologies, percentage of all technologies
IS,ISL,Iceland,Neighbouring,2021,2021-01-01,1.1.1,0.6,new_doc_grads,New doctorate graduates,New doctorate graduates in science, technology, engineering and mathematics (STEM) per 1000 population aged 25-34
IS,ISL,Iceland,Neighbouring,2021,2021-01-01,1.2.1,3891.424585,intl_sci_pubs,International scientific co-publications,International scientific co-publications per million population
IS,ISL,Iceland,Neighbouring,2021,2021-01-01,1.2.2,9.664433846,top_cited_pubs,Scientific publications among the top 10% most cited,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country
IS,ISL,Iceland,Neighbouring,2021,2021-01-01,1.2.3,37.60831889,for_doc_stud_pct,Foreign doctorate students as a % of all doctorate students,Foreign doctorate students as a percentage of all doctorate students
IS,ISL,Iceland,Neighbouring,2021,2021-01-01,2.1.1,0.74,pub_rd_exp,R&D expenditure in the public sector,R&D expenditure in the public sector (percentage of GDP)
IS,ISL,Iceland,Neighbouring,2021,2021-01-01,2.1.2,0.090742867,vc_exp,Venture capital expenditures,Venture capital expenditures (percentage of GDP)
IS,ISL,Iceland,Neighbouring,2021,2021-01-01,2.1.3,0.2193,gov_bus_rd_supp,Direct and indirect government support of business R&D,Direct government funding and government tax support for business R&D (percentage of GDP)
IS,ISL,Iceland,Neighbouring,2021,2021-01-01,2.2.1,1.61,bus_rd_exp,R&D expenditure in the business sector,R&D expenditure in the business sector (percentage of GDP)
IS,ISL,Iceland,Neighbouring,2021,2021-01-01,3.2.2,703.0378926,pub_priv_pubs,Public-private co-publications,Public-private publications per million population
IS,ISL,Iceland,Neighbouring,2021,2021-01-01,3.3.1,3.454623738,pct_patents,PCT patent applications,PCT patent applications per billion GDP (in PPS)
IS,ISL,Iceland,Neighbouring,2021,2021-01-01,3.3.2,3.839801714,trademark_apps,Trademark applications,Trademark applications per billion GDP (in PPS)
IS,ISL,Iceland,Neighbouring,2021,2021-01-01,3.3.3,1.455404616,design_apps,Design applications,Design applications per billion GDP (in PPS)
IS,ISL,Iceland,Neighbouring,2021,2021-01-01,4.2.1,7.926185179,hi_tech_exports,Exports of medium and high technology products,Exports of medium and high technology products as a share of total products exports
IS,ISL,Iceland,Neighbouring,2021,2021-01-01,4.2.2,49.7596,know_serv_exports,Knowledge-intensive services exports,Knowledge-intensive services exports as a share of total services exports
IS,ISL,Iceland,Neighbouring,2021,2021-01-01,4.3.1,0.5815,resource_prod,Resource productivity,Resource productivity (PPS per kg)
IS,ISL,Iceland,Neighbouring,2021,2021-01-01,4.3.2,0.243202012,fine_particle_em,Air emissions by fine particulates,Air emissions by fine particulate matter (PM2.5) in industry
IS,ISL,Iceland,Neighbouring,2021,2021-01-01,4.3.3,9.975,env_tech,Environment-related technologies,Development of environment-related technologies, percentage of all technologies
IS,ISL,Iceland,Neighbouring,2022,2022-01-01,1.1.1,0.6,new_doc_grads,New doctorate graduates,New doctorate graduates in science, technology, engineering and mathematics (STEM) per 1000 population aged 25-34
IS,ISL,Iceland,Neighbouring,2022,2022-01-01,1.1.2,41.5,tert_edu_pop,Population with tertiary education,Percentage population aged 25-34 having completed tertiary education
IS,ISL,Iceland,Neighbouring,2022,2022-01-01,1.1.3,23.9,lifelong_learn,Population involved in lifelong learning,Percentage population aged 25-64 participating in lifelong learning
IS,ISL,Iceland,Neighbouring,2022,2022-01-01,1.2.1,4181.218682,intl_sci_pubs,International scientific co-publications,International scientific co-publications per million population
IS,ISL,Iceland,Neighbouring,2022,2022-01-01,1.2.2,8.113850261,top_cited_pubs,Scientific publications among the top 10% most cited,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country
IS,ISL,Iceland,Neighbouring,2022,2022-01-01,1.2.3,41.72413793,for_doc_stud_pct,Foreign doctorate students as a % of all doctorate students,Foreign doctorate students as a percentage of all doctorate students
IS,ISL,Iceland,Neighbouring,2022,2022-01-01,1.3.2,44.77,adv_digi_skills,Individuals with above basic overall digital skills,Individuals who have above basic overall digital skills (share of population)
IS,ISL,Iceland,Neighbouring,2022,2022-01-01,2.1.1,0.8,pub_rd_exp,R&D expenditure in the public sector,R&D expenditure in the public sector (percentage of GDP)
IS,ISL,Iceland,Neighbouring,2022,2022-01-01,2.1.2,0.077194868,vc_exp,Venture capital expenditures,Venture capital expenditures (percentage of GDP)
IS,ISL,Iceland,Neighbouring,2022,2022-01-01,2.1.3,0.2276,gov_bus_rd_supp,Direct and indirect government support of business R&D,Direct government funding and government tax support for business R&D (percentage of GDP)
IS,ISL,Iceland,Neighbouring,2022,2022-01-01,2.2.1,1.69,bus_rd_exp,R&D expenditure in the business sector,R&D expenditure in the business sector (percentage of GDP)
IS,ISL,Iceland,Neighbouring,2022,2022-01-01,2.2.2,0.557511915,non_rd_innov_exp,Non-R&D innovation expenditures,Non-R&D innovation expenditures (percentage of turnover)
IS,ISL,Iceland,Neighbouring,2022,2022-01-01,2.2.3,3695.677933,innov_exp_per_emp,Innovation expenditures per person employed,Innovation expenditure per person employed
IS,ISL,Iceland,Neighbouring,2022,2022-01-01,2.3.2,4,ict_spec_emp,Employed ICT specialists,ICT specialists (percentage of total employment)
IS,ISL,Iceland,Neighbouring,2022,2022-01-01,3.2.2,732.1200026,pub_priv_pubs,Public-private co-publications,Public-private publications per million population
IS,ISL,Iceland,Neighbouring,2022,2022-01-01,3.3.1,2.654622408,pct_patents,PCT patent applications,PCT patent applications per billion GDP (in PPS)
IS,ISL,Iceland,Neighbouring,2022,2022-01-01,3.3.2,3.969809441,trademark_apps,Trademark applications,Trademark applications per billion GDP (in PPS)
IS,ISL,Iceland,Neighbouring,2022,2022-01-01,3.3.3,0.176174201,design_apps,Design applications,Design applications per billion GDP (in PPS)
IS,ISL,Iceland,Neighbouring,2022,2022-01-01,4.1.1,16.8,know_int_emp,Employment in knowledge-intensive activities,Employment in knowledge-intensive activities (percentage of total employment)
IS,ISL,Iceland,Neighbouring,2022,2022-01-01,4.1.2,66.45094405,innov_firm_emp,Employment in innovative enterprises,Employment in innovative enterprises
IS,ISL,Iceland,Neighbouring,2022,2022-01-01,4.2.1,8.54257671,hi_tech_exports,Exports of medium and high technology products,Exports of medium and high technology products as a share of total products exports
IS,ISL,Iceland,Neighbouring,2022,2022-01-01,4.2.2,71.8432,know_serv_exports,Knowledge-intensive services exports,Knowledge-intensive services exports as a share of total services exports
IS,ISL,Iceland,Neighbouring,2022,2022-01-01,4.2.3,5.556843315,new_innov_sales,Sales of new-to-market and new-to-firm innovations,Sales of new-to-market and new-to-enterprise innovations as a percentage of turnover
IS,ISL,Iceland,Neighbouring,2022,2022-01-01,4.3.1,0.763,resource_prod,Resource productivity,Resource productivity (PPS per kg)
IS,ISL,Iceland,Neighbouring,2022,2022-01-01,4.3.2,0.326891569,fine_particle_em,Air emissions by fine particulates,Air emissions by fine particulate matter (PM2.5) in industry
IS,ISL,Iceland,Neighbouring,2022,2022-01-01,4.3.3,9.94,env_tech,Environment-related technologies,Development of environment-related technologies, percentage of all technologies
IS,ISL,Iceland,Neighbouring,2023,2023-01-01,1.1.1,0.8,new_doc_grads,New doctorate graduates,New doctorate graduates in science, technology, engineering and mathematics (STEM) per 1000 population aged 25-34
IS,ISL,Iceland,Neighbouring,2023,2023-01-01,1.1.2,40.2,tert_edu_pop,Population with tertiary education,Percentage population aged 25-34 having completed tertiary education
IS,ISL,Iceland,Neighbouring,2023,2023-01-01,1.1.3,27.1,lifelong_learn,Population involved in lifelong learning,Percentage population aged 25-64 participating in lifelong learning
IS,ISL,Iceland,Neighbouring,2023,2023-01-01,1.2.1,4276.434692,intl_sci_pubs,International scientific co-publications,International scientific co-publications per million population
IS,ISL,Iceland,Neighbouring,2023,2023-01-01,1.2.2,10.96323275,top_cited_pubs,Scientific publications among the top 10% most cited,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country
IS,ISL,Iceland,Neighbouring,2023,2023-01-01,1.2.3,39.48170732,for_doc_stud_pct,Foreign doctorate students as a % of all doctorate students,Foreign doctorate students as a percentage of all doctorate students
IS,ISL,Iceland,Neighbouring,2023,2023-01-01,2.1.1,0.79,pub_rd_exp,R&D expenditure in the public sector,R&D expenditure in the public sector (percentage of GDP)
IS,ISL,Iceland,Neighbouring,2023,2023-01-01,2.1.2,0.077873503,vc_exp,Venture capital expenditures,Venture capital expenditures (percentage of GDP)
IS,ISL,Iceland,Neighbouring,2023,2023-01-01,2.1.3,0.4338,gov_bus_rd_supp,Direct and indirect government support of business R&D,Direct government funding and government tax support for business R&D (percentage of GDP)
IS,ISL,Iceland,Neighbouring,2023,2023-01-01,2.2.1,2.01,bus_rd_exp,R&D expenditure in the business sector,R&D expenditure in the business sector (percentage of GDP)
IS,ISL,Iceland,Neighbouring,2023,2023-01-01,2.3.2,4.2,ict_spec_emp,Employed ICT specialists,ICT specialists (percentage of total employment)
IS,ISL,Iceland,Neighbouring,2023,2023-01-01,3.2.2,720.2696094,pub_priv_pubs,Public-private co-publications,Public-private publications per million population
IS,ISL,Iceland,Neighbouring,2023,2023-01-01,3.3.1,3.05838413,pct_patents,PCT patent applications,PCT patent applications per billion GDP (in PPS)
IS,ISL,Iceland,Neighbouring,2023,2023-01-01,3.3.2,4.231065199,trademark_apps,Trademark applications,Trademark applications per billion GDP (in PPS)
IS,ISL,Iceland,Neighbouring,2023,2023-01-01,3.3.3,0.034348208,design_apps,Design applications,Design applications per billion GDP (in PPS)
IS,ISL,Iceland,Neighbouring,2023,2023-01-01,4.1.1,17.6,know_int_emp,Employment in knowledge-intensive activities,Employment in knowledge-intensive activities (percentage of total employment)
IS,ISL,Iceland,Neighbouring,2023,2023-01-01,4.2.1,9.249336113,hi_tech_exports,Exports of medium and high technology products,Exports of medium and high technology products as a share of total products exports
IS,ISL,Iceland,Neighbouring,2023,2023-01-01,4.2.2,60.9305,know_serv_exports,Knowledge-intensive services exports,Knowledge-intensive services exports as a share of total services exports
IS,ISL,Iceland,Neighbouring,2023,2023-01-01,4.3.1,0.8055,resource_prod,Resource productivity,Resource productivity (PPS per kg)
IS,ISL,Iceland,Neighbouring,2023,2023-01-01,4.3.2,0.348918306,fine_particle_em,Air emissions by fine particulates,Air emissions by fine particulate matter (PM2.5) in industry
IS,ISL,Iceland,Neighbouring,2023,2023-01-01,4.3.3,7.25,env_tech,Environment-related technologies,Development of environment-related technologies, percentage of all technologies
IS,ISL,Iceland,Neighbouring,2024,2024-01-01,1.1.1,0.5,new_doc_grads,New doctorate graduates,New doctorate graduates in science, technology, engineering and mathematics (STEM) per 1000 population aged 25-34
IS,ISL,Iceland,Neighbouring,2024,2024-01-01,1.1.2,43.4,tert_edu_pop,Population with tertiary education,Percentage population aged 25-34 having completed tertiary education
IS,ISL,Iceland,Neighbouring,2024,2024-01-01,1.1.3,26.1,lifelong_learn,Population involved in lifelong learning,Percentage population aged 25-64 participating in lifelong learning
IS,ISL,Iceland,Neighbouring,2024,2024-01-01,1.2.1,4066.969605,intl_sci_pubs,International scientific co-publications,International scientific co-publications per million population
IS,ISL,Iceland,Neighbouring,2024,2024-01-01,1.2.2,9.763368857,top_cited_pubs,Scientific publications among the top 10% most cited,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country
IS,ISL,Iceland,Neighbouring,2024,2024-01-01,1.2.3,44.546851,for_doc_stud_pct,Foreign doctorate students as a % of all doctorate students,Foreign doctorate students as a percentage of all doctorate students
IS,ISL,Iceland,Neighbouring,2024,2024-01-01,2.1.1,0.73,pub_rd_exp,R&D expenditure in the public sector,R&D expenditure in the public sector (percentage of GDP)
IS,ISL,Iceland,Neighbouring,2024,2024-01-01,2.1.2,0.10088011,vc_exp,Venture capital expenditures,Venture capital expenditures (percentage of GDP)
IS,ISL,Iceland,Neighbouring,2024,2024-01-01,2.1.3,0.4652,gov_bus_rd_supp,Direct and indirect government support of business R&D,Direct government funding and government tax support for business R&D (percentage of GDP)
IS,ISL,Iceland,Neighbouring,2024,2024-01-01,2.2.1,1.92,bus_rd_exp,R&D expenditure in the business sector,R&D expenditure in the business sector (percentage of GDP)
IS,ISL,Iceland,Neighbouring,2024,2024-01-01,2.3.2,4.5,ict_spec_emp,Employed ICT specialists,ICT specialists (percentage of total employment)
IS,ISL,Iceland,Neighbouring,2024,2024-01-01,3.2.2,639.5741674,pub_priv_pubs,Public-private co-publications,Public-private publications per million population
IS,ISL,Iceland,Neighbouring,2024,2024-01-01,3.2.3,8.9,hrst_job_mob,Job-to-job mobility of HRST,Job-to-job mobility of Human Resources in Science & Technology
IS,ISL,Iceland,Neighbouring,2024,2024-01-01,3.3.1,2.20238715,pct_patents,PCT patent applications,PCT patent applications per billion GDP (in PPS)
IS,ISL,Iceland,Neighbouring,2024,2024-01-01,3.3.2,3.943480418,trademark_apps,Trademark applications,Trademark applications per billion GDP (in PPS)
IS,ISL,Iceland,Neighbouring,2024,2024-01-01,3.3.3,0.694501364,design_apps,Design applications,Design applications per billion GDP (in PPS)
IS,ISL,Iceland,Neighbouring,2024,2024-01-01,4.1.1,18.6,know_int_emp,Employment in knowledge-intensive activities,Employment in knowledge-intensive activities (percentage of total employment)
IS,ISL,Iceland,Neighbouring,2024,2024-01-01,4.2.1,9.387425923,hi_tech_exports,Exports of medium and high technology products,Exports of medium and high technology products as a share of total products exports
IS,ISL,Iceland,Neighbouring,2024,2024-01-01,4.2.2,47.7591,know_serv_exports,Knowledge-intensive services exports,Knowledge-intensive services exports as a share of total services exports
IS,ISL,Iceland,Neighbouring,2024,2024-01-01,4.3.1,1.1089,resource_prod,Resource productivity,Resource productivity (PPS per kg)
IS,ISL,Iceland,Neighbouring,2024,2024-01-01,4.3.2,0.314034202,fine_particle_em,Air emissions by fine particulates,Air emissions by fine particulate matter (PM2.5) in industry
IS,ISL,Iceland,Neighbouring,2024,2024-01-01,4.3.3,7.355,env_tech,Environment-related technologies,Development of environment-related technologies, percentage of all technologies
IS,ISL,Iceland,non-eu,2017,2017-01-01,1.,103.8,SII,Summary Innovation Index,Innovation Index Score of the European Innovation Scoreboard
IS,ISL,Iceland,non-eu,2024,2024-01-01,1.,110.6,SII,Summary Innovation Index,Innovation Index Score of the European Innovation Scoreboard
IT,ITA,Italy,EU27,2017,2017-01-01,1.1.1,0.7,new_doc_grads,New doctorate graduates,New doctorate graduates in science, technology, engineering and mathematics (STEM) per 1000 population aged 25-34
IT,ITA,Italy,EU27,2017,2017-01-01,1.2.1,786.0639064,intl_sci_pubs,International scientific co-publications,International scientific co-publications per million population
IT,ITA,Italy,EU27,2017,2017-01-01,1.2.2,10.65021707,top_cited_pubs,Scientific publications among the top 10% most cited,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country
IT,ITA,Italy,EU27,2017,2017-01-01,1.2.3,13.26010679,for_doc_stud_pct,Foreign doctorate students as a % of all doctorate students,Foreign doctorate students as a percentage of all doctorate students
IT,ITA,Italy,EU27,2017,2017-01-01,2.1.1,0.52,pub_rd_exp,R&D expenditure in the public sector,R&D expenditure in the public sector (percentage of GDP)
IT,ITA,Italy,EU27,2017,2017-01-01,2.1.2,0.07337107,vc_exp,Venture capital expenditures,Venture capital expenditures (percentage of GDP)
IT,ITA,Italy,EU27,2017,2017-01-01,2.1.3,0.0465,gov_bus_rd_supp,Direct and indirect government support of business R&D,Direct government funding and government tax support for business R&D (percentage of GDP)
IT,ITA,Italy,EU27,2017,2017-01-01,2.3.1,12.3,ict_train_ent,Enterprises providing ICT training,Enterprises providing training to develop or upgrade ICT skills of their personnel
IT,ITA,Italy,EU27,2017,2017-01-01,3.2.2,133.8156477,pub_priv_pubs,Public-private co-publications,Public-private publications per million population
IT,ITA,Italy,EU27,2017,2017-01-01,3.3.1,2.204486315,pct_patents,PCT patent applications,PCT patent applications per billion GDP (in PPS)
IT,ITA,Italy,EU27,2017,2017-01-01,3.3.2,6.04644514,trademark_apps,Trademark applications,Trademark applications per billion GDP (in PPS)
IT,ITA,Italy,EU27,2017,2017-01-01,3.3.3,6.098352773,design_apps,Design applications,Design applications per billion GDP (in PPS)
IT,ITA,Italy,EU27,2017,2017-01-01,4.2.1,52.50063565,hi_tech_exports,Exports of medium and high technology products,Exports of medium and high technology products as a share of total products exports
IT,ITA,Italy,EU27,2017,2017-01-01,4.2.2,50.4898,know_serv_exports,Knowledge-intensive services exports,Knowledge-intensive services exports as a share of total services exports
IT,ITA,Italy,EU27,2017,2017-01-01,4.3.1,3.1625,resource_prod,Resource productivity,Resource productivity (PPS per kg)
IT,ITA,Italy,EU27,2017,2017-01-01,4.3.2,0.073757174,fine_particle_em,Air emissions by fine particulates,Air emissions by fine particulate matter (PM2.5) in industry
IT,ITA,Italy,EU27,2017,2017-01-01,4.3.3,11.76,env_tech,Environment-related technologies,Development of environment-related technologies, percentage of all technologies
IT,ITA,Italy,EU27,2018,2018-01-01,1.1.1,0.7,new_doc_grads,New doctorate graduates,New doctorate graduates in science, technology, engineering and mathematics (STEM) per 1000 population aged 25-34
IT,ITA,Italy,EU27,2018,2018-01-01,1.2.1,826.926208,intl_sci_pubs,International scientific co-publications,International scientific co-publications per million population
IT,ITA,Italy,EU27,2018,2018-01-01,1.2.2,10.85581526,top_cited_pubs,Scientific publications among the top 10% most cited,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country
IT,ITA,Italy,EU27,2018,2018-01-01,1.2.3,14.16213919,for_doc_stud_pct,Foreign doctorate students as a % of all doctorate students,Foreign doctorate students as a percentage of all doctorate students
